날짜,종가,오픈,고가,저가,거래량,변동 %
2020년 12월 08일,"20,025,000","20,855,000","20,855,000","20,025,000",1.21K,-3.98%
2020년 12월 07일,"20,855,000","20,969,000","20,969,000","20,855,000",0.74K,-0.57%
2020년 12월 06일,"20,974,000","20,798,000","20,974,000","20,798,000",0.77K,0.85%
2020년 12월 05일,"20,798,000","20,526,000","20,798,000","20,526,000",0.29K,1.29%
2020년 12월 04일,"20,533,000","21,168,000","21,168,000","20,533,000",0.98K,-3.00%
2020년 12월 03일,"21,168,000","21,091,000","21,168,000","20,905,000",0.65K,0.35%
2020년 12월 02일,"21,094,000","20,866,000","21,094,000","20,866,000",0.85K,1.18%
2020년 12월 01일,"20,848,000","21,302,000","21,302,000","20,848,000",1.83K,-2.13%
2020년 11월 30일,"21,302,000","19,996,000","21,302,000","19,996,000",2.52K,6.50%
2020년 11월 29일,"20,002,000","19,480,000","20,002,000","19,281,000",0.83K,2.68%
2020년 11월 28일,"19,480,000","19,118,000","19,480,000","19,118,000",1.61K,1.89%
2020년 11월 27일,"19,119,000","19,236,000","19,236,000","19,119,000",1.44K,-0.67%
2020년 11월 26일,"19,248,000","20,838,000","20,838,000","19,248,000",2.31K,-7.65%
2020년 11월 25일,"20,843,000","20,950,000","20,950,000","20,843,000",1.74K,-0.51%
2020년 11월 24일,"20,950,000","20,120,000","21,112,000","20,120,000",1.87K,4.07%
2020년 11월 23일,"20,131,000","20,292,000","20,292,000","19,994,000",1.59K,-0.86%
2020년 11월 22일,"20,305,000","20,371,000","20,371,000","20,041,000",1.38K,-0.32%
2020년 11월 21일,"20,371,000","20,636,000","20,636,000","20,371,000",1.51K,-1.28%
2020년 11월 20일,"20,636,000","19,799,000","20,636,000","19,799,000",1.54K,4.26%
2020년 11월 19일,"19,793,000","19,724,000","19,793,000","19,491,000",1.05K,0.35%
2020년 11월 18일,"19,724,000","19,350,000","19,724,000","19,350,000",1.99K,1.93%
2020년 11월 17일,"19,350,000","18,268,000","19,350,000","18,268,000",2.05K,5.92%
2020년 11월 16일,"18,268,000","17,671,000","18,268,000","17,671,000",1.45K,3.38%
2020년 11월 15일,"17,671,000","17,792,000","17,792,000","17,671,000",0.63K,-0.68%
2020년 11월 14일,"17,792,000","17,976,000","17,976,000","17,792,000",0.56K,-1.06%
2020년 11월 13일,"17,982,000","17,962,000","17,982,000","17,962,000",0.73K,0.07%
2020년 11월 12일,"17,969,000","17,405,000","17,969,000","17,405,000",1.92K,3.24%
2020년 11월 11일,"17,405,000","17,015,000","17,405,000","17,015,000",1.23K,2.29%
2020년 11월 10일,"17,015,000","17,102,000","17,102,000","17,013,000",0.56K,-0.51%
2020년 11월 09일,"17,102,000","17,295,000","17,349,000","16,963,000",1.20K,-1.12%
2020년 11월 08일,"17,295,000","16,650,000","17,295,000","16,650,000",0.91K,3.87%
2020년 11월 07일,"16,650,000","17,384,000","17,384,000","16,650,000",2.44K,-4.19%
2020년 11월 06일,"17,379,000","17,376,000","17,379,000","17,376,000",0.88K,0.00%
2020년 11월 05일,"17,379,000","15,962,000","17,379,000","15,962,000",2.80K,8.88%
2020년 11월 04일,"15,962,000","15,859,000","15,962,000","15,582,000",1.35K,0.68%
2020년 11월 03일,"15,854,000","15,399,000","15,854,000","15,399,000",1.06K,2.95%
2020년 11월 02일,"15,399,000","15,560,000","15,560,000","15,216,000",0.57K,-1.03%
2020년 11월 01일,"15,560,000","15,620,000","15,620,000","15,559,000",0.54K,-0.38%
2020년 10월 31일,"15,620,000","15,338,000","15,620,000","15,338,000",0.54K,1.88%
2020년 10월 30일,"15,332,000","15,202,000","15,332,000","15,202,000",0.69K,0.86%
2020년 10월 29일,"15,202,000","15,065,000","15,202,000","15,065,000",0.74K,0.88%
2020년 10월 28일,"15,069,000","15,296,000","15,296,000","15,069,000",0.73K,-1.48%
2020년 10월 27일,"15,295,000","14,746,000","15,295,000","14,746,000",1.63K,3.72%
2020년 10월 26일,"14,746,000","14,684,000","14,746,000","14,684,000",0.96K,0.42%
2020년 10월 25일,"14,684,000","14,753,000","14,753,000","14,684,000",0.32K,-0.47%
2020년 10월 24일,"14,753,000","14,565,000","14,753,000","14,563,000",0.73K,1.29%
2020년 10월 23일,"14,565,000","14,575,000","14,575,000","14,565,000",0.61K,-0.04%
2020년 10월 22일,"14,571,000","14,411,000","14,571,000","14,411,000",1.17K,1.12%
2020년 10월 21일,"14,409,000","13,634,000","14,528,000","13,634,000",2.44K,5.68%
2020년 10월 20일,"13,634,000","13,398,000","13,634,000","13,398,000",0.87K,1.76%
2020년 10월 19일,"13,398,000","13,201,000","13,398,000","13,126,000",0.66K,1.45%
2020년 10월 18일,"13,207,000","13,062,000","13,207,000","13,062,000",0.26K,1.11%
2020년 10월 17일,"13,062,000","13,033,000","13,062,000","13,033,000",0.17K,0.22%
2020년 10월 16일,"13,033,000","13,220,000","13,220,000","13,033,000",0.30K,-1.41%
2020년 10월 15일,"13,219,000","13,149,000","13,219,000","13,149,000",0.63K,0.53%
2020년 10월 14일,"13,149,000","13,114,000","13,149,000","13,063,000",0.48K,0.27%
2020년 10월 13일,"13,114,000","13,180,000","13,180,000","13,114,000",0.33K,-0.46%
2020년 10월 12일,"13,174,000","12,925,000","13,174,000","12,925,000",0.80K,1.93%
2020년 10월 11일,"12,925,000","12,851,000","12,950,000","12,851,000",0.44K,0.58%
2020년 10월 10일,"12,851,000","12,624,000","12,851,000","12,624,000",0.39K,1.83%
2020년 10월 09일,"12,620,000","12,566,000","12,620,000","12,521,000",0.32K,0.43%
2020년 10월 08일,"12,566,000","12,410,000","12,566,000","12,403,000",0.39K,1.27%
2020년 10월 07일,"12,409,000","12,418,000","12,418,000","12,409,000",0.31K,-0.07%
2020년 10월 06일,"12,418,000","12,529,000","12,529,000","12,418,000",0.66K,-0.89%
2020년 10월 05일,"12,529,000","12,455,000","12,529,000","12,430,000",0.36K,0.63%
2020년 10월 04일,"12,451,000","12,385,000","12,451,000","12,385,000",0.34K,0.53%
2020년 10월 03일,"12,385,000","12,432,000","12,432,000","12,377,000",0.22K,-0.38%
2020년 10월 02일,"12,432,000","12,435,000","12,435,000","12,432,000",0.30K,-0.09%
2020년 10월 01일,"12,443,000","12,547,000","12,617,000","12,443,000",1.30K,-0.83%
2020년 09월 30일,"12,547,000","12,598,000","12,598,000","12,494,000",0.35K,-0.40%
2020년 09월 29일,"12,598,000","12,452,000","12,598,000","12,452,000",0.42K,1.19%
2020년 09월 28일,"12,450,000","12,500,000","12,500,000","12,450,000",0.68K,-0.40%
2020년 09월 27일,"12,500,000","12,489,000","12,520,000","12,489,000",0.53K,0.09%
2020년 09월 26일,"12,489,000","12,441,000","12,489,000","12,441,000",0.30K,0.39%
2020년 09월 25일,"12,441,000","12,495,000","12,495,000","12,441,000",0.60K,-0.43%
2020년 09월 24일,"12,495,000","11,949,000","12,495,000","11,949,000",1.22K,4.60%
2020년 09월 23일,"11,946,000","12,329,000","12,329,000","11,946,000",1.09K,-3.08%
2020년 09월 22일,"12,326,000","12,270,000","12,326,000","12,225,000",0.49K,0.49%
2020년 09월 21일,"12,266,000","12,823,000","12,823,000","12,266,000",1.07K,-4.36%
2020년 09월 20일,"12,825,000","12,919,000","12,919,000","12,805,000",0.51K,-0.73%
2020년 09월 19일,"12,919,000","12,769,000","12,919,000","12,769,000",0.10K,1.17%
2020년 09월 18일,"12,769,000","12,786,000","12,786,000","12,704,000",0.56K,-0.13%
2020년 09월 17일,"12,786,000","12,897,000","12,897,000","12,786,000",0.56K,-0.88%
2020년 09월 16일,"12,900,000","12,803,000","12,900,000","12,803,000",0.93K,0.76%
2020년 09월 15일,"12,803,000","12,633,000","12,827,000","12,633,000",0.63K,1.35%
2020년 09월 14일,"12,633,000","12,368,000","12,633,000","12,368,000",0.81K,2.17%
2020년 09월 13일,"12,365,000","12,360,000","12,505,000","12,290,000",0.49K,0.04%
2020년 09월 12일,"12,360,000","12,334,000","12,360,000","12,252,000",0.58K,0.23%
2020년 09월 11일,"12,332,000","12,320,000","12,332,000","12,320,000",0.44K,0.10%
2020년 09월 10일,"12,320,000","12,160,000","12,320,000","12,158,000",0.80K,1.32%
2020년 09월 09일,"12,160,000","12,127,000","12,160,000","12,127,000",0.65K,0.28%
2020년 09월 08일,"12,126,000","12,366,000","12,366,000","12,003,000",0.98K,-1.91%
2020년 09월 07일,"12,362,000","12,356,000","12,362,000","11,943,000",0.97K,0.05%
2020년 09월 06일,"12,356,000","12,368,000","12,368,000","12,214,000",0.75K,-0.06%
2020년 09월 05일,"12,363,000","12,624,000","12,626,000","12,363,000",1.81K,-2.08%
2020년 09월 04일,"12,625,000","12,296,000","12,625,000","12,296,000",1.85K,2.63%
2020년 09월 03일,"12,301,000","13,580,000","13,580,000","12,301,000",3.17K,-9.38%
2020년 09월 02일,"13,574,000","13,965,000","13,965,000","13,459,000",1.15K,-2.81%
2020년 09월 01일,"13,967,000","13,732,000","13,967,000","13,732,000",1.40K,1.74%
2020년 08월 31일,"13,728,000","13,654,000","13,728,000","13,654,000",0.62K,0.54%
2020년 08월 30일,"13,654,000","13,432,000","13,654,000","13,432,000",0.60K,1.65%
2020년 08월 29일,"13,432,000","13,521,000","13,529,000","13,432,000",0.46K,-0.67%
2020년 08월 28일,"13,522,000","13,402,000","13,522,000","13,402,000",0.56K,0.81%
2020년 08월 27일,"13,413,000","13,538,000","13,538,000","13,400,000",0.95K,-0.92%
2020년 08월 26일,"13,538,000","13,475,000","13,538,000","13,475,000",0.57K,0.50%
2020년 08월 25일,"13,471,000","13,842,000","13,842,000","13,471,000",1.51K,-2.68%
2020년 08월 24일,"13,842,000","13,801,000","13,842,000","13,801,000",0.34K,0.30%
2020년 08월 23일,"13,801,000","13,841,000","13,841,000","13,707,000",0.50K,-0.30%
2020년 08월 22일,"13,843,000","13,767,000","13,843,000","13,559,000",0.60K,0.50%
2020년 08월 21일,"13,774,000","13,944,000","13,944,000","13,774,000",1.39K,-1.22%
2020년 08월 20일,"13,944,000","13,872,000","13,944,000","13,872,000",0.64K,0.52%
2020년 08월 19일,"13,872,000","14,004,000","14,004,000","13,865,000",1.09K,-0.89%
2020년 08월 18일,"13,996,000","14,181,000","14,222,000","13,996,000",1.10K,-1.30%
2020년 08월 17일,"14,181,000","13,886,000","14,181,000","13,848,000",2.33K,2.12%
2020년 08월 16일,"13,886,000","13,881,000","13,886,000","13,804,000",0.77K,0.10%
2020년 08월 15일,"13,872,000","13,830,000","14,018,000","13,830,000",1.01K,0.30%
2020년 08월 14일,"13,830,000","13,820,000","13,830,000","13,820,000",1.24K,0.10%
2020년 08월 13일,"13,816,000","13,681,000","13,816,000","13,494,000",1.94K,0.99%
2020년 08월 12일,"13,681,000","13,610,000","13,681,000","13,595,000",0.84K,0.52%
2020년 08월 11일,"13,610,000","13,999,000","13,999,000","13,610,000",2.22K,-2.76%
2020년 08월 10일,"13,997,000","13,813,000","13,997,000","13,813,000",0.80K,1.33%
2020년 08월 09일,"13,813,000","13,868,000","13,872,000","13,813,000",0.69K,-0.40%
2020년 08월 08일,"13,868,000","13,762,000","13,868,000","13,762,000",0.65K,0.77%
2020년 08월 07일,"13,762,000","13,862,000","13,935,000","13,762,000",1.39K,-0.74%
2020년 08월 06일,"13,865,000","13,851,000","13,865,000","13,851,000",0.89K,0.10%
2020년 08월 05일,"13,851,000","13,310,000","13,851,000","13,310,000",1.17K,4.06%
2020년 08월 04일,"13,310,000","13,273,000","13,361,000","13,273,000",0.71K,0.26%
2020년 08월 03일,"13,275,000","13,034,000","13,275,000","13,034,000",1.19K,1.85%
2020년 08월 02일,"13,034,000","13,934,000","13,934,000","13,034,000",1.08K,-6.46%
2020년 08월 01일,"13,934,000","13,408,000","13,934,000","13,408,000",1.68K,3.92%
2020년 07월 31일,"13,408,000","13,100,000","13,408,000","13,100,000",1.76K,2.35%
2020년 07월 30일,"13,100,000","13,118,000","13,118,000","12,983,000",1.09K,-0.14%
2020년 07월 29일,"13,118,000","12,761,000","13,118,000","12,761,000",1.66K,2.81%
2020년 07월 28일,"12,760,000","12,913,000","13,074,000","12,760,000",1.42K,-1.16%
2020년 07월 27일,"12,910,000","11,701,000","12,910,000","11,701,000",5.19K,10.33%
2020년 07월 26일,"11,701,000","11,470,000","11,701,000","11,437,000",0.67K,2.01%
2020년 07월 25일,"11,470,000","11,334,000","11,470,000","11,334,000",0.78K,1.20%
2020년 07월 24일,"11,334,000","11,330,000","11,334,000","11,269,000",0.78K,0.04%
2020년 07월 23일,"11,330,000","11,261,000","11,330,000","11,261,000",0.83K,0.64%
2020년 07월 22일,"11,258,000","11,120,000","11,258,000","11,104,000",0.98K,1.24%
2020년 07월 21일,"11,120,000","10,943,000","11,120,000","10,943,000",0.50K,1.62%
2020년 07월 20일,"10,943,000","10,937,000","10,943,000","10,937,000",0.44K,0.03%
2020년 07월 19일,"10,940,000","10,913,000","10,940,000","10,888,000",0.57K,0.31%
2020년 07월 18일,"10,906,000","10,927,000","10,927,000","10,906,000",0.33K,-0.19%
2020년 07월 17일,"10,927,000","10,929,000","10,929,000","10,879,000",0.31K,-0.02%
2020년 07월 16일,"10,929,000","10,975,000","10,975,000","10,929,000",0.47K,-0.42%
2020년 07월 15일,"10,975,000","11,006,000","11,006,000","10,973,000",0.47K,-0.28%
2020년 07월 14일,"11,006,000","11,000,000","11,006,000","10,970,000",0.58K,0.05%
2020년 07월 13일,"11,000,000","11,022,000","11,022,000","11,000,000",0.97K,-0.20%
2020년 07월 12일,"11,022,000","10,968,000","11,022,000","10,946,000",0.52K,0.49%
2020년 07월 11일,"10,968,000","11,034,000","11,034,000","10,968,000",0.28K,-0.60%
2020년 07월 10일,"11,034,000","10,950,000","11,034,000","10,950,000",0.60K,0.77%
2020년 07월 09일,"10,950,000","11,128,000","11,137,000","10,950,000",0.84K,-1.57%
2020년 07월 08일,"11,125,000","10,971,000","11,125,000","10,971,000",0.69K,1.40%
2020년 07월 07일,"10,971,000","11,045,000","11,045,000","10,971,000",0.37K,-0.67%
2020년 07월 06일,"11,045,000","10,830,000","11,045,000","10,824,000",0.96K,2.00%
2020년 07월 05일,"10,828,000","10,887,000","10,898,000","10,772,000",0.52K,-0.54%
2020년 07월 04일,"10,887,000","10,834,000","10,966,000","10,806,000",0.47K,0.49%
2020년 07월 03일,"10,834,000","10,867,000","10,909,000","10,827,000",0.31K,-0.30%
2020년 07월 02일,"10,867,000","11,042,000","11,070,000","10,763,000",1.05K,-1.58%
2020년 07월 01일,"11,042,000","10,914,000","11,101,000","10,886,000",0.67K,1.17%
2020년 06월 30일,"10,914,000","10,970,000","10,989,000","10,866,000",0.37K,-0.51%
2020년 06월 29일,"10,970,000","10,960,000","11,030,000","10,822,000",0.62K,-0.03%
2020년 06월 28일,"10,973,000","10,908,000","11,061,000","10,757,000",0.46K,0.60%
2020년 06월 27일,"10,908,000","11,027,000","11,035,000","10,800,000",1.48K,-1.08%
2020년 06월 26일,"11,027,000","11,139,000","11,176,000","10,900,000",0.48K,-1.01%
2020년 06월 25일,"11,139,000","11,223,000","11,223,000","10,850,000",0.52K,-0.81%
2020년 06월 24일,"11,230,000","11,495,000","11,540,000","11,116,000",1.08K,-2.31%
2020년 06월 23일,"11,495,000","11,597,000","11,631,000","11,472,000",0.50K,-0.88%
2020년 06월 22일,"11,597,000","11,236,000","11,667,000","11,232,000",1.44K,3.21%
2020년 06월 21일,"11,236,000","11,314,000","11,359,000","11,232,000",0.35K,-0.69%
2020년 06월 20일,"11,314,000","11,281,000","11,349,000","11,152,000",0.43K,0.29%
2020년 06월 19일,"11,281,000","11,336,000","11,373,000","11,157,000",0.39K,-0.50%
2020년 06월 18일,"11,338,000","11,426,000","11,444,000","11,233,000",0.73K,-0.78%
2020년 06월 17일,"11,427,000","11,453,000","11,508,000","11,290,000",0.78K,-0.21%
2020년 06월 16일,"11,451,000","11,335,000","11,498,000","11,254,000",0.53K,1.02%
2020년 06월 15일,"11,335,000","11,243,000","11,403,000","10,770,000",1.26K,0.82%
2020년 06월 14일,"11,243,000","11,393,000","11,397,000","11,155,000",0.65K,-1.31%
2020년 06월 13일,"11,392,000","11,390,000","11,400,000","11,273,000",0.41K,-0.01%
2020년 06월 12일,"11,393,000","11,085,000","11,464,000","11,050,000",0.63K,2.82%
2020년 06월 11일,"11,080,000","11,738,000","11,797,000","11,050,000",3.41K,-5.61%
2020년 06월 10일,"11,738,000","11,686,000","11,744,000","11,591,000",0.89K,0.47%
2020년 06월 09일,"11,683,000","11,678,000","11,760,000","11,556,000",0.66K,0.03%
2020년 06월 08일,"11,680,000","11,681,000","11,723,000","11,575,000",0.54K,0.01%
2020년 06월 07일,"11,679,000","11,628,000","11,769,000","11,377,000",1.40K,0.36%
2020년 06월 06일,"11,637,000","11,602,000","11,698,000","11,523,000",0.40K,0.29%
2020년 06월 05일,"11,603,000","11,782,000","11,865,000","11,595,000",0.68K,-1.54%
2020년 06월 04일,"11,785,000","11,650,000","11,860,000","11,472,000",1.14K,1.16%
2020년 06월 03일,"11,650,000","11,522,000","11,661,000","11,400,000",0.75K,1.08%
2020년 06월 02일,"11,525,000","12,073,000","12,160,000","11,303,000",3.39K,-4.53%
2020년 06월 01일,"12,072,000","11,437,000","12,124,000","11,415,000",4.08K,5.55%
2020년 05월 31일,"11,437,000","11,579,000","11,584,000","11,365,000",0.93K,-1.23%
2020년 05월 30일,"11,579,000","11,405,000","11,605,000","11,319,000",1.30K,1.53%
2020년 05월 29일,"11,405,000","11,570,000","11,598,000","11,280,000",0.58K,-1.41%
2020년 05월 28일,"11,568,000","11,156,000","11,595,000","11,112,000",1.46K,3.75%
2020년 05월 27일,"11,150,000","10,737,000","11,172,000","10,729,000",1.03K,3.85%
2020년 05월 26일,"10,737,000","10,821,000","10,917,000","10,610,000",0.82K,-0.78%
2020년 05월 25일,"10,821,000","10,648,000","10,888,000","10,523,000",1.03K,1.56%
2020년 05월 24일,"10,655,000","11,134,000","11,240,000","10,648,000",2.23K,-4.30%
2020년 05월 23일,"11,134,000","11,122,000","11,295,000","11,040,000",0.57K,0.11%
2020년 05월 22일,"11,122,000","11,093,000","11,236,000","10,895,000",0.88K,0.24%
2020년 05월 21일,"11,095,000","11,516,000","11,605,000","10,796,000",3.31K,-3.71%
2020년 05월 20일,"11,523,000","11,728,000","11,777,000","11,370,000",2.69K,-1.75%
2020년 05월 19일,"11,728,000","11,686,000","11,816,000","11,462,000",0.95K,0.35%
2020년 05월 18일,"11,687,000","11,614,000","11,875,000","11,456,000",0.87K,0.63%
2020년 05월 17일,"11,614,000","11,317,000","11,815,000","11,272,000",1.57K,2.62%
2020년 05월 16일,"11,317,000","11,323,000","11,570,000","11,203,000",1.15K,-0.04%
2020년 05월 15일,"11,322,000","11,787,000","11,829,000","11,236,000",2.17K,-3.92%
2020년 05월 14일,"11,784,000","11,270,000","11,944,000","11,231,000",1.89K,4.64%
2020년 05월 13일,"11,262,000","10,675,000","11,393,000","10,654,000",2.43K,5.50%
2020년 05월 12일,"10,675,000","10,437,000","10,845,000","10,397,000",1.69K,2.28%
2020년 05월 11일,"10,437,000","10,690,000","11,256,000","10,137,000",5.09K,-2.43%
2020년 05월 10일,"10,697,000","11,544,000","11,573,000","10,200,000",4.03K,-7.34%
2020년 05월 09일,"11,544,000","11,878,000","11,958,000","11,450,000",1.39K,-2.81%
2020년 05월 08일,"11,878,000","12,004,000","12,162,000","11,810,000",1.77K,-1.10%
2020년 05월 07일,"12,010,000","11,271,000","12,070,000","11,140,000",5.52K,6.56%
2020년 05월 06일,"11,271,000","10,980,000","11,445,000","10,880,000",2.30K,2.74%
2020년 05월 05일,"10,970,000","10,845,000","11,019,000","10,744,000",1.21K,1.23%
2020년 05월 04일,"10,837,000","10,889,000","10,949,000","10,450,000",1.54K,-0.48%
2020년 05월 03일,"10,889,000","10,881,000","11,127,000","10,714,000",1.45K,0.13%
2020년 05월 02일,"10,875,000","10,764,000","10,927,000","10,654,000",1.23K,1.03%
2020년 05월 01일,"10,764,000","10,461,000","11,037,000","10,445,000",1.67K,2.78%
2020년 04월 30일,"10,473,000","10,538,000","11,428,000","10,279,000",3.26K,-0.62%
2020년 04월 29일,"10,538,000","9,413,000","10,700,000","9,379,000",5.68K,11.93%
2020년 04월 28일,"9,415,000","9,485,000","9,485,000","9,344,000",0.68K,-0.68%
2020년 04월 27일,"9,479,000","9,365,000","9,486,000","9,307,000",1.14K,1.24%
2020년 04월 26일,"9,363,000","9,163,000","9,363,000","9,150,000",1.22K,2.17%
2020년 04월 25일,"9,164,000","9,100,000","9,254,000","9,053,000",0.82K,0.71%
2020년 04월 24일,"9,099,000","9,056,000","9,229,000","8,999,000",0.71K,0.54%
2020년 04월 23일,"9,050,000","8,644,000","9,168,000","8,564,000",2.66K,4.72%
2020년 04월 22일,"8,642,000","8,406,000","8,670,000","8,390,000",0.99K,2.80%
2020년 04월 21일,"8,407,000","8,385,000","8,496,000","8,310,000",0.86K,0.23%
2020년 04월 20일,"8,388,000","8,660,000","8,727,000","8,350,000",2.26K,-3.14%
2020년 04월 19일,"8,660,000","8,714,000","8,736,000","8,563,000",0.72K,-0.69%
2020년 04월 18일,"8,720,000","8,523,000","8,754,000","8,515,000",1.18K,2.28%
2020년 04월 17일,"8,526,000","8,561,000","8,605,000","8,480,000",0.84K,-0.40%
2020년 04월 16일,"8,560,000","8,105,000","8,610,000","7,926,000",1.44K,5.54%
2020년 04월 15일,"8,111,000","8,370,000","8,418,000","8,094,000",1.06K,-3.19%
2020년 04월 14일,"8,378,000","8,376,000","8,464,000","8,270,000",0.81K,-0.12%
2020년 04월 13일,"8,388,000","8,468,000","8,468,000","8,168,000",1.25K,-0.90%
2020년 04월 12일,"8,464,000","8,460,000","8,750,000","8,343,000",1.91K,-0.01%
2020년 04월 11일,"8,465,000","8,414,000","8,537,000","8,319,000",1.06K,0.62%
2020년 04월 10일,"8,413,000","8,805,000","8,825,000","8,242,000",1.81K,-4.52%
2020년 04월 09일,"8,811,000","8,820,000","8,852,000","8,644,000",0.88K,-0.19%
2020년 04월 08일,"8,828,000","8,647,000","8,909,000","8,624,000",1.19K,2.07%
2020년 04월 07일,"8,649,000","8,797,000","8,965,000","8,542,000",2.12K,-1.60%
2020년 04월 06일,"8,790,000","8,184,000","8,799,000","8,184,000",3.05K,7.38%
2020년 04월 05일,"8,186,000","8,250,000","8,275,000","8,106,000",0.92K,-0.76%
2020년 04월 04일,"8,249,000","8,154,000","8,325,000","8,101,000",1.71K,1.20%
2020년 04월 03일,"8,151,000","8,175,000","8,426,000","8,051,000",1.84K,-0.26%
2020년 04월 02일,"8,172,000","8,067,000","8,499,000","7,986,000",6.34K,1.33%
2020년 04월 01일,"8,065,000","7,795,000","8,082,000","7,534,000",3.25K,3.46%
2020년 03월 31일,"7,795,000","7,793,000","7,976,000","7,740,000",1.08K,0.05%
2020년 03월 30일,"7,791,000","7,219,000","8,019,000","7,201,000",2.90K,7.92%
2020년 03월 29일,"7,219,000","7,652,000","7,684,000","7,219,000",2.07K,-5.70%
2020년 03월 28일,"7,655,000","7,885,000","7,885,000","7,404,000",1.72K,-2.92%
2020년 03월 27일,"7,885,000","8,274,000","8,355,000","7,823,000",1.90K,-4.68%
2020년 03월 26일,"8,272,000","8,270,000","8,338,000","8,088,000",1.54K,0.00%
2020년 03월 25일,"8,272,000","8,360,000","8,510,000","8,080,000",1.39K,-1.05%
2020년 03월 24일,"8,360,000","8,049,000","8,399,000","7,901,000",2.73K,3.86%
2020년 03월 23일,"8,049,000","7,376,000","8,152,000","7,234,000",3.84K,9.09%
2020년 03월 22일,"7,378,000","7,743,000","7,969,000","7,333,000",3.32K,-4.69%
2020년 03월 21일,"7,741,000","7,785,000","8,083,000","7,420,000",2.85K,-0.55%
2020년 03월 20일,"7,784,000","7,673,000","8,630,000","7,358,000",7.32K,1.45%
2020년 03월 19일,"7,673,000","6,738,000","8,114,000","6,616,000",8.89K,13.76%
2020년 03월 18일,"6,745,000","6,770,000","6,890,000","6,372,000",3.31K,-0.49%
2020년 03월 17일,"6,778,000","6,382,000","6,885,000","6,262,000",4.16K,6.20%
2020년 03월 16일,"6,382,000","6,902,000","6,909,000","6,000,000",5.56K,-7.53%
2020년 03월 15일,"6,902,000","6,822,000","7,298,000","6,660,000",4.42K,1.17%
2020년 03월 14일,"6,822,000","7,283,000","7,288,000","6,607,000",2.31K,-6.11%
2020년 03월 13일,"7,266,000","6,352,000","7,499,000","5,499,000",9.61K,14.44%
2020년 03월 12일,"6,349,000","9,515,000","9,535,000","6,000,000",8.81K,-33.27%
2020년 03월 11일,"9,514,000","9,550,000","9,605,000","9,133,000",1.82K,-0.35%
2020년 03월 10일,"9,547,000","9,733,000","9,847,000","9,405,000",1.88K,-1.87%
2020년 03월 09일,"9,729,000","9,864,000","10,045,000","9,349,000",2.07K,-1.36%
2020년 03월 08일,"9,863,000","10,691,000","10,691,000","9,810,000",3.33K,-7.74%
2020년 03월 07일,"10,690,000","10,854,000","10,971,000","10,637,000",1.13K,-1.51%
2020년 03월 06일,"10,854,000","10,786,000","10,887,000","10,719,000",0.37K,0.66%
2020년 03월 05일,"10,783,000","10,489,000","10,873,000","10,488,000",0.68K,2.77%
2020년 03월 04일,"10,492,000","10,509,000","10,577,000","10,413,000",0.45K,-0.16%
2020년 03월 03일,"10,509,000","10,673,000","10,681,000","10,406,000",0.99K,-1.62%
2020년 03월 02일,"10,682,000","10,361,000","10,746,000","10,321,000",0.81K,3.14%
2020년 03월 01일,"10,357,000","10,378,000","10,552,000","10,279,000",0.82K,-0.23%
2020년 02월 29일,"10,381,000","10,558,000","10,637,000","10,375,000",0.40K,-1.68%
2020년 02월 28일,"10,558,000","10,686,000","10,822,000","10,297,000",0.80K,-1.27%
2020년 02월 27일,"10,694,000","10,727,000","10,859,000","10,298,000",0.96K,-0.33%
2020년 02월 26일,"10,729,000","11,325,000","11,401,000","10,610,000",2.41K,-5.28%
2020년 02월 25일,"11,327,000","11,625,000","11,643,000","11,279,000",1.06K,-2.56%
2020년 02월 24일,"11,624,000","11,747,000","11,838,000","11,537,000",0.78K,-1.11%
2020년 02월 23일,"11,754,000","11,486,000","11,800,000","11,476,000",0.61K,2.36%
2020년 02월 22일,"11,483,000","11,500,000","11,530,000","11,397,000",0.28K,-0.14%
2020년 02월 21일,"11,499,000","11,526,000","11,613,000","11,454,000",0.55K,-0.24%
2020년 02월 20일,"11,527,000","11,422,000","11,585,000","11,350,000",0.90K,0.89%
2020년 02월 19일,"11,425,000","11,835,000","11,955,000","11,357,000",2.60K,-3.37%
2020년 02월 18일,"11,823,000","11,432,000","11,893,000","11,321,000",1.94K,3.46%
2020년 02월 17일,"11,428,000","11,658,000","11,680,000","11,139,000",1.26K,-1.99%
2020년 02월 16일,"11,660,000","11,500,000","11,760,000","11,325,000",1.70K,1.42%
2020년 02월 15일,"11,497,000","11,864,000","11,887,000","11,486,000",2.22K,-3.07%
2020년 02월 14일,"11,861,000","11,803,000","11,894,000","11,718,000",0.85K,0.53%
2020년 02월 13일,"11,798,000","11,804,000","11,998,000","11,623,000",0.76K,-0.06%
2020년 02월 12일,"11,805,000","11,783,000","11,910,000","11,752,000",1.10K,0.19%
2020년 02월 11일,"11,783,000","11,528,000","11,930,000","11,280,000",1.82K,2.22%
2020년 02월 10일,"11,527,000","11,837,000","11,867,000","11,403,000",0.71K,-2.62%
2020년 02월 09일,"11,837,000","11,579,000","11,850,000","11,560,000",0.85K,2.22%
2020년 02월 08일,"11,580,000","11,500,000","11,602,000","11,268,000",0.88K,0.70%
2020년 02월 07일,"11,500,000","11,284,000","11,618,000","11,271,000",0.56K,2.03%
2020년 02월 06일,"11,271,000","11,050,000","11,384,000","10,918,000",0.84K,2.00%
